Parte,Descripcion,ClassID,Unidad Medida,Familia,Descripcion Familia,Codigo Grupo,Descripcion de Grupo,Grupo Mercadeo,Codigo Categoria,Descripcion Categoria,Codigo Subcategoria,Descripcion Subcategoria,Nuevo Producto,Color,Tipo Material,GTIN14,GTIN13,Unidad Venta,Unidad Empaque, Precio Base.,Codigo de Lista,Descripcion de lista,Código de moneda,Fecha de Inicio,Fecha Final,Año
13284,MESA SHIA NG,TER,UN,00100,MUEBLES,00297,MESA SHIA,MESA SHIA,10100,MESAS,10101,MESAS PREMIUM,FALSE,NEGRO,VIRGEN,17705152132844,7705152132847,1,1,199999.00,MAYO2025,MAYORISTAS 2025,COP,12/27/2024,12/31/2025,2025
9408,MESA SHIA MOCCA,TER,UN,00100,MUEBLES,00297,MESA SHIA,MESA SHIA,10100,MESAS,10101,MESAS PREMIUM,FALSE,MOCCA,VIRGEN,17705152094081,7705152094084,1,1,199999.00,MAYO2025,MAYORISTAS 2025,COP,12/27/2024,12/31/2025,2025
9410,MESA SHIA TP,TER,UN,00100,MUEBLES,00297,MESA SHIA,MESA SHIA,10100,MESAS,10101,MESAS PREMIUM,FALSE,TAUPE,VIRGEN,17705152094104,7705152094107,1,1,199999.00,MAYO2025,MAYORISTAS 2025,COP,12/27/2024,12/31/2025,2025
14038,MESA PLEG AJUST 12204125 BL,DIS,UN,00400,DISTRIBUCION,00204,MESA PLEGABLE SUPREMA,MESA PLEGABLE GRANDE,40000,MESA PLEGABLE,40001,MESA PLEGABLE,FALSE,BLANCO,VIRGEN,17705152140382,7705152140385,1,1,199999.00,MAYO2025,MAYORISTAS 2025,COP,12/27/2024,12/31/2025,2025
13007,M PLEG RED +2S PLEG BARU MOCCA,TER,UN,00100,MUEBLES,00777,MESA PLEG RED+2SILLA PLEG BARU,COMBOS PLEGABLES,14800,COMBOS MUEBLES,14901,COMBOS MUEBLES MIXTOS,TRUE,MOCCA,VIRGEN,17705152130079,7705152130072,1,1,199999.00,MAYO2025,MAYORISTAS 2025,COP,12/27/2024,12/31/2025,2025
13008,M PLEG RED +2S PLEG BARU TP,TER,UN,00100,MUEBLES,00777,MESA PLEG RED+2SILLA PLEG BARU,COMBOS PLEGABLES,14800,COMBOS MUEBLES,14901,COMBOS MUEBLES MIXTOS,TRUE,TAUPE,VIRGEN,17705152130086,7705152130089,1,1,199999.00,MAYO2025,MAYORISTAS 2025,COP,12/27/2024,12/31/2025,2025
13009,M PLEG RED +2S PLEG BARU GR HL,TER,UN,00100,MUEBLES,00777,MESA PLEG RED+2SILLA PLEG BARU,COMBOS PLEGABLES,14800,COMBOS MUEBLES,14901,COMBOS MUEBLES MIXTOS,TRUE,GRIS HIELO,VIRGEN,17705152130093,7705152130096,1,1,199999.00,MAYO2025,MAYORISTAS 2025,COP,12/27/2024,12/31/2025,2025
13010,M PLEG RECT +2S PLEG BARU MOCCA,TER,UN,00100,MUEBLES,00778,MESA PLEG RECT+2SILLA PLEG BARU,COMBOS PLEGABLES,14800,COMBOS MUEBLES,14901,COMBOS MUEBLES MIXTOS,TRUE,MOCCA,VIRGEN,17705152130109,7705152130102,1,1,199999.00,MAYO2025,MAYORISTAS 2025,COP,12/27/2024,12/31/2025,2025
13011,M PLEG RECT +2S PLEG BARU TP,TER,UN,00100,MUEBLES,00778,MESA PLEG RECT+2SILLA PLEG BARU,COMBOS PLEGABLES,14800,COMBOS MUEBLES,14901,COMBOS MUEBLES MIXTOS,TRUE,TAUPE,VIRGEN,17705152130116,7705152130119,1,1,199999.00,MAYO2025,MAYORISTAS 2025,COP,12/27/2024,12/31/2025,2025
13012,M PLEG RECT +2S PLEG BARU GR HL,TER,UN,00100,MUEBLES,00778,MESA PLEG RECT+2SILLA PLEG BARU,COMBOS PLEGABLES,14800,COMBOS MUEBLES,14901,COMBOS MUEBLES MIXTOS,TRUE,GRIS HIELO,VIRGEN,17705152130123,7705152130126,1,1,199999.00,MAYO2025,MAYORISTAS 2025,COP,12/27/2024,12/31/2025,2025
9311,BAUL MULTIUSO WG,TER,UN,00150,ARMARIOS,00267,BAUL MULTIUSO DELTA,BAUL MULTIUSO,15400,BAUL,15401,BAUL,FALSE,WENGUE,VIRGEN,17705152093114,7705152093117,1,1,199999.00,MAYO2025,MAYORISTAS 2025,COP,12/27/2024,12/31/2025,2025
8016,ESTANTERIA VENT 18 5N NG,TER,UN,00300,FERRETERIA,00634,ESTANTERIA VENT 18 DURAMAX 5N,ESTANTES Y ESTANTERIAS,30900,ESTANTES Y ESTANTERIAS,30931,"ESTANTERIA VENTILADA 18""",FALSE,NEGRO,VIRGEN,17705152080169,7705152080162,1,1,199999.00,MAYO2025,MAYORISTAS 2025,COP,12/27/2024,12/31/2025,2025
12549,GAVETERO FIQUE 4G GR HL,TER,UN,00250,ORGANIZACION,00739,GAVETERO FIQUE 4G,CAJONEROS Y GAVETEROS,25100,CAJONEROS,25101,CAJONEROS TAPA ORG,FALSE,GRIS HIELO,VIRGEN,17705152125495,7705152125498,1,1,199999.00,MAYO2025,MAYORISTAS 2025,COP,12/27/2024,12/31/2025,2025
12550,GAVETERO FIQUE 4G MOCCA,TER,UN,00250,ORGANIZACION,00739,GAVETERO FIQUE 4G,CAJONEROS Y GAVETEROS,25100,CAJONEROS,25101,CAJONEROS TAPA ORG,FALSE,MOCCA,VIRGEN,17705152125501,7705152125504,1,1,199999.00,MAYO2025,MAYORISTAS 2025,COP,12/27/2024,12/31/2025,2025
13962,MESA PLEG 18003925 BL,DIS,UN,00400,DISTRIBUCION,00204,MESA PLEGABLE SUPREMA,MESA PLEGABLE GRANDE,40000,MESA PLEGABLE,40001,MESA PLEGABLE,FALSE,BLANCO,VIRGEN,17705152139621,7705152139624,1,1,199999.00,MAYO2025,MAYORISTAS 2025,COP,12/27/2024,12/31/2025,2025
10367,ARMARIO MEDIANO RATTAN TP,TER,UN,00150,ARMARIOS,00063,ARMARIO MEDIANO RATTAN,ARMARIOS RATAN,15000,ARMARIOS PREMIUM,15001,ARMARIOS MEDIANOS,FALSE,TAUPE,VIRGEN,17705152103677,7705152103670,1,1,199999.00,MAYO2025,MAYORISTAS 2025,COP,12/27/2024,12/31/2025,2025
11972,ARMARIO MEDIANO BARU WG,TER,UN,00150,ARMARIOS,00708,ARMARIO MEDIANO BARU,ARMARIOS BARU,15100,ARMARIOS SEGMENTO ALTO,15001,ARMARIOS MEDIANOS,FALSE,WENGUE,VIRGEN,17705152119722,7705152119725,1,1,199999.00,MAYO2025,MAYORISTAS 2025,COP,12/27/2024,12/31/2025,2025
13989,ARMARIO INFANTIL GLAM,TER,UN,00150,ARMARIOS,00087,ARMARIO MEDIANO INFANTIL,ARMARIOS BARU,15100,ARMARIOS SEGMENTO ALTO,15001,ARMARIOS MEDIANOS,FALSE,GLAMOUR,VIRGEN,17705152139898,7705152139891,1,1,199999.00,MAYO2025,MAYORISTAS 2025,COP,12/27/2024,12/31/2025,2025
13990,ARMARIO INFANTIL AVENT,TER,UN,00150,ARMARIOS,00087,ARMARIO MEDIANO INFANTIL,ARMARIOS BARU,15100,ARMARIOS SEGMENTO ALTO,15001,ARMARIOS MEDIANOS,FALSE,AVENTURA,VIRGEN,17705152139904,7705152139907,1,1,199999.00,MAYO2025,MAYORISTAS 2025,COP,12/27/2024,12/31/2025,2025
14441,ARMARIO MEDIANO RATTAN GR HL,TER,UN,00150,ARMARIOS,00063,ARMARIO MEDIANO RATTAN,ARMARIOS RATAN,15000,ARMARIOS PREMIUM,15001,ARMARIOS MEDIANOS,FALSE,GRIS HIELO,VIRGEN,17705152144410,7705152144413,1,1,199999.00,MAYO2025,MAYORISTAS 2025,COP,12/27/2024,12/31/2025,2025
6253,ARMARIO MEDIANO BARU GR,TER,UN,00150,ARMARIOS,00708,ARMARIO MEDIANO BARU,ARMARIOS BARU,15100,ARMARIOS SEGMENTO ALTO,15001,ARMARIOS MEDIANOS,FALSE,GRIS CLARO,VIRGEN,17705152062530,7705152062533,1,1,199999.00,MAYO2025,MAYORISTAS 2025,COP,12/27/2024,12/31/2025,2025
7189,ARMARIO MEDIANO RATTAN WG,TER,UN,00150,ARMARIOS,00063,ARMARIO MEDIANO RATTAN,ARMARIOS RATAN,15000,ARMARIOS PREMIUM,15001,ARMARIOS MEDIANOS,FALSE,WENGUE,VIRGEN,17705152071891,7705152071894,1,1,199999.00,MAYO2025,MAYORISTAS 2025,COP,12/27/2024,12/31/2025,2025
9290,ARMARIO MEDIANO BARU TP,TER,UN,00150,ARMARIOS,00708,ARMARIO MEDIANO BARU,ARMARIOS BARU,15100,ARMARIOS SEGMENTO ALTO,15001,ARMARIOS MEDIANOS,FALSE,TAUPE,VIRGEN,17705152092902,7705152092905,1,1,199999.00,MAYO2025,MAYORISTAS 2025,COP,12/27/2024,12/31/2025,2025
2385,MESA PROVENZAL BL,TER,UN,00100,MUEBLES,00287,MESA PROVENZAL,OTRAS MESAS,10100,MESAS,10141,MESAS GRANDES,FALSE,BLANCO,VIRGEN,17705152023852,7705152023855,1,1,199999.00,MAYO2025,MAYORISTAS 2025,COP,12/27/2024,12/31/2025,2025
8171,MESA PROVENZAL WG,TER,UN,00100,MUEBLES,00287,MESA PROVENZAL,OTRAS MESAS,10100,MESAS,10141,MESAS GRANDES,FALSE,WENGUE,VIRGEN,17705152081715,7705152081718,1,1,199999.00,MAYO2025,MAYORISTAS 2025,COP,12/27/2024,12/31/2025,2025
13832,BAUL BARU 300L GR HL,TER,UN,00150,ARMARIOS,00791,BAUL BARU 300L,BAULES BARU,15400,BAUL,15401,BAUL,FALSE,GRIS HIELO,VIRGEN,17705152138327,7705152138320,1,1,199999.00,MAYO2025,MAYORISTAS 2025,COP,12/27/2024,12/31/2025,2025
13868,BAUL BARU 300L MOCCA,TER,UN,00150,ARMARIOS,00791,BAUL BARU 300L,BAULES BARU,15400,BAUL,15401,BAUL,FALSE,MOCCA,VIRGEN,17705152138686,7705152138689,1,1,199999.00,MAYO2025,MAYORISTAS 2025,COP,12/27/2024,12/31/2025,2025
14055,BAUL BARU 300L CEM,TER,UN,00150,ARMARIOS,00791,BAUL BARU 300L,BAULES BARU,15400,BAUL,15401,BAUL,FALSE,CEMENTO,VIRGEN,17705152140559,7705152140552,1,1,199999.00,MAYO2025,MAYORISTAS 2025,COP,12/27/2024,12/31/2025,2025
14082,BAUL BARU 300L VD_SVIA,TER,UN,00150,ARMARIOS,00791,BAUL BARU 300L,BAULES BARU,15400,BAUL,15401,BAUL,FALSE,VERDE SALVIA,VIRGEN,17705152140825,7705152140828,1,1,199999.00,MAYO2025,MAYORISTAS 2025,COP,12/27/2024,12/31/2025,2025
4810,SILLA MECEDORA BL,TER,UN,00100,MUEBLES,00096,SILLA MECEDORA RIVIERA,SILLAS ESPECIALES,10000,SILLAS,10081,SILLAS ESPECIALES,FALSE,BLANCO,VIRGEN,17705152048107,7705152048100,1,1,199999.00,MAYO2025,MAYORISTAS 2025,COP,12/27/2024,12/31/2025,2025
13939,MESA PLEG RATTAN 18003522 CF,DIS,UN,00400,DISTRIBUCION,00204,MESA PLEGABLE SUPREMA,MESA PLEGABLE GRANDE,40000,MESA PLEGABLE,40001,MESA PLEGABLE,FALSE,CAFE,VIRGEN,17705152139393,7705152139396,1,1,199999.00,MAYO2025,MAYORISTAS 2025,COP,12/27/2024,12/31/2025,2025
14192,SILLON BARU VD SVIA_BL,TER,UN,00100,MUEBLES,00807,SILLON,SALA BARU,10200,SALAS,10201,SILLON,TRUE,VERDE SALVIA,VIRGEN,17705152141921,7705152141924,1,1,199999.00,MAYO2025,MAYORISTAS 2025,COP,12/27/2024,12/31/2025,2025
14213,SILLON BARU CEM,TER,UN,00100,MUEBLES,00807,SILLON,SALA BARU,10200,SALAS,10201,SILLON,TRUE,CEMENTO,VIRGEN,17705152142133,7705152142136,1,1,199999.00,MAYO2025,MAYORISTAS 2025,COP,12/27/2024,12/31/2025,2025
13216,ARMARIO GRANDE LIVIANO ALM,TER,UN,00150,ARMARIOS,00208,ARMARIO GRANDE LIVIANO,ARMARIOS STARPLASTIC,15300,ARMARIOS SEGMENTO BAJO,15021,ARMARIOS GRANDES,FALSE,ALMENDRA,VIRGEN,17705152132165,7705152132168,1,1,199999.00,MAYO2025,MAYORISTAS 2025,COP,12/27/2024,12/31/2025,2025
14417,CASA PARA PERRO GR HL_TCTA,TER,UN,00460,MASCOTAS,00266,CASA PARA PERRO,CASA PARA PERRO,46000,CASAS PARA PERRO,46001,CASA PARA PERRO,FALSE,GRIS HIELO,VIRGEN,17705152144175,7705152144178,1,1,199999.00,MAYO2025,MAYORISTAS 2025,COP,12/27/2024,12/31/2025,2025
14418,CASA PARA PERRO GR HL_VD,TER,UN,00460,MASCOTAS,00266,CASA PARA PERRO,CASA PARA PERRO,46000,CASAS PARA PERRO,46001,CASA PARA PERRO,FALSE,GRIS HIELO,VIRGEN,17705152144182,7705152144185,1,1,199999.00,MAYO2025,MAYORISTAS 2025,COP,12/27/2024,12/31/2025,2025
7923,CARRO CAMARERO PEQUENO NG,DIS,UN,00400,DISTRIBUCION,00177,CARRO CAMARERO PEQUENO OPTIPLAS,CARROS CAMAREROS,40100,ASEO INSTITUCIONAL,40101,ASEO INSTITUCIONAL,FALSE,NEGRO,VIRGEN,17705152079231,7705152079234,1,1,199999.00,MAYO2025,MAYORISTAS 2025,COP,12/27/2024,12/31/2025,2025
10784,ARMARIO GDE LIVIANO HOME MOCCA,TER,UN,00150,ARMARIOS,00385,ARMARIO GRANDE LIVIANO HOME,ARMARIOS STARPLASTIC HOME,15200,ARMARIOS SEGMENTO MEDIO,15021,ARMARIOS GRANDES,FALSE,MOCCA,VIRGEN,17705152107842,7705152107845,1,1,199999.00,MAYO2025,MAYORISTAS 2025,COP,12/27/2024,12/31/2025,2025
7000,CARRO DE SERVICIO GR,DIS,UN,00400,DISTRIBUCION,00003,CARRO DE SERVICIO,CARRO DE SERVICIO,40100,ASEO INSTITUCIONAL,40101,ASEO INSTITUCIONAL,FALSE,GRIS,VIRGEN,17705152070009,7705152070002,1,1,199999.00,MAYO2025,MAYORISTAS 2025,COP,12/27/2024,12/31/2025,2025
10371,ARMARIO CAJONERO RATTAN TP,TER,UN,00150,ARMARIOS,00133,ARMARIO CAJONERO RATTAN,ARMARIOS RATAN,15000,ARMARIOS PREMIUM,15051,ARMARIOS CAJONEROS,FALSE,TAUPE,VIRGEN,17705152103714,7705152103717,1,1,199999.00,MAYO2025,MAYORISTAS 2025,COP,12/27/2024,12/31/2025,2025
6947,ARMARIO CAJONERO BARU GR,TER,UN,00150,ARMARIOS,00011,ARMARIO CAJONERO BARU,ARMARIOS BARU,15100,ARMARIOS SEGMENTO ALTO,15051,ARMARIOS CAJONEROS,FALSE,GRIS CLARO,VIRGEN,17705152069478,7705152069471,1,1,199999.00,MAYO2025,MAYORISTAS 2025,COP,12/27/2024,12/31/2025,2025
7510,ARMARIO CAJONERO RATTAN WG,TER,UN,00150,ARMARIOS,00133,ARMARIO CAJONERO RATTAN,ARMARIOS RATAN,15000,ARMARIOS PREMIUM,15051,ARMARIOS CAJONEROS,FALSE,WENGUE,VIRGEN,17705152075103,7705152075106,1,1,199999.00,MAYO2025,MAYORISTAS 2025,COP,12/27/2024,12/31/2025,2025
13691,CAMA ASOLEADORA BARU BL,TER,UN,00100,MUEBLES,01351,CAMA ASOLEADORA BARU,CAMA ASOLEADORA BARU,10500,CAMAS,10501,CAMAS ASOLEADORAS,FALSE,BLANCO,VIRGEN,17705152136910,7705152136913,1,1,199999.00,MAYO2025,MAYORISTAS 2025,COP,12/27/2024,12/31/2025,2025
13733,CAMA ASOLEADORA BARU MOCCA,TER,UN,00100,MUEBLES,01351,CAMA ASOLEADORA BARU,CAMA ASOLEADORA BARU,10500,CAMAS,10501,CAMAS ASOLEADORAS,FALSE,MOCCA,VIRGEN,17705152137337,7705152137330,1,1,199999.00,MAYO2025,MAYORISTAS 2025,COP,12/27/2024,12/31/2025,2025
13744,CAMA ASOLEADORA BARU TAUPE,TER,UN,00100,MUEBLES,01351,CAMA ASOLEADORA BARU,CAMA ASOLEADORA BARU,10500,CAMAS,10501,CAMAS ASOLEADORAS,FALSE,TAUPE,VIRGEN,17705152137443,7705152137446,1,1,199999.00,MAYO2025,MAYORISTAS 2025,COP,12/27/2024,12/31/2025,2025
10365,ARMARIO GRANDE RATTAN TP,TER,UN,00150,ARMARIOS,00062,ARMARIO GRANDE RATTAN,ARMARIOS RATAN,15000,ARMARIOS PREMIUM,15021,ARMARIOS GRANDES,FALSE,TAUPE,VIRGEN,17705152103653,7705152103656,1,1,199999.00,MAYO2025,MAYORISTAS 2025,COP,12/27/2024,12/31/2025,2025
11971,ARMARIO GRANDE BARU WG,TER,UN,00150,ARMARIOS,00707,ARMARIO GRANDE BARU,ARMARIOS BARU,15100,ARMARIOS SEGMENTO ALTO,15021,ARMARIOS GRANDES,FALSE,WENGUE,VIRGEN,17705152119715,7705152119718,1,1,199999.00,MAYO2025,MAYORISTAS 2025,COP,12/27/2024,12/31/2025,2025
14442,ARMARIO GRANDE RATTAN GR HL,TER,UN,00150,ARMARIOS,00062,ARMARIO GRANDE RATTAN,ARMARIOS RATAN,15000,ARMARIOS PREMIUM,15021,ARMARIOS GRANDES,FALSE,GRIS HIELO,VIRGEN,17705152144427,7705152144420,1,1,199999.00,MAYO2025,MAYORISTAS 2025,COP,12/27/2024,12/31/2025,2025
6252,ARMARIO GRANDE BARU GR,TER,UN,00150,ARMARIOS,00707,ARMARIO GRANDE BARU,ARMARIOS BARU,15100,ARMARIOS SEGMENTO ALTO,15021,ARMARIOS GRANDES,FALSE,GRIS CLARO,VIRGEN,17705152062523,7705152062526,1,1,199999.00,MAYO2025,MAYORISTAS 2025,COP,12/27/2024,12/31/2025,2025
7188,ARMARIO GRANDE RATTAN WG,TER,UN,00150,ARMARIOS,00062,ARMARIO GRANDE RATTAN,ARMARIOS RATAN,15000,ARMARIOS PREMIUM,15021,ARMARIOS GRANDES,FALSE,WENGUE,VIRGEN,17705152071884,7705152071887,1,1,199999.00,MAYO2025,MAYORISTAS 2025,COP,12/27/2024,12/31/2025,2025
9286,ARMARIO GRANDE BARU TP,TER,UN,00150,ARMARIOS,00707,ARMARIO GRANDE BARU,ARMARIOS BARU,15100,ARMARIOS SEGMENTO ALTO,15021,ARMARIOS GRANDES,FALSE,TAUPE,VIRGEN,17705152092865,7705152092868,1,1,199999.00,MAYO2025,MAYORISTAS 2025,COP,12/27/2024,12/31/2025,2025
7925,CARRO CAMARERO GRANDE NG,DIS,UN,00400,DISTRIBUCION,00178,CARRO CAMARERO GRANDE OPTIPLAS,CARROS CAMAREROS,40100,ASEO INSTITUCIONAL,40101,ASEO INSTITUCIONAL,FALSE,NEGRO,VIRGEN,17705152079255,7705152079258,1,1,199999.00,MAYO2025,MAYORISTAS 2025,COP,12/27/2024,12/31/2025,2025
6254,ARMARIO MULTIUSO BARU GR,TER,UN,00150,ARMARIOS,00709,ARMARIO MULTIUSO BARU,ARMARIOS BARU,15100,ARMARIOS SEGMENTO ALTO,15031,ARMARIOS MULTIUSOS,FALSE,GRIS CLARO,VIRGEN,17705152062547,7705152062540,1,1,199999.00,MAYO2025,MAYORISTAS 2025,COP,12/27/2024,12/31/2025,2025
9287,ARMARIO MULTIUSO BARU TP,TER,UN,00150,ARMARIOS,00709,ARMARIO MULTIUSO BARU,ARMARIOS BARU,15100,ARMARIOS SEGMENTO ALTO,15031,ARMARIOS MULTIUSOS,FALSE,TAUPE,VIRGEN,17705152092872,7705152092875,1,1,199999.00,MAYO2025,MAYORISTAS 2025,COP,12/27/2024,12/31/2025,2025
14193,SOFA DOBLE BARU VD SVIA_BL,TER,UN,00100,MUEBLES,00808,SOFA DOBLE,SALA BARU,10200,SALAS,10211,SOFA,TRUE,VERDE SALVIA,VIRGEN,17705152141938,7705152141931,1,1,199999.00,MAYO2025,MAYORISTAS 2025,COP,12/27/2024,12/31/2025,2025
14214,SOFA DOBLE BARU CEM,TER,UN,00100,MUEBLES,00808,SOFA DOBLE,SALA BARU,10200,SALAS,10211,SOFA,TRUE,CEMENTO,VIRGEN,17705152142140,7705152142143,1,1,199999.00,MAYO2025,MAYORISTAS 2025,COP,12/27/2024,12/31/2025,2025
10369,ARMARIO PARA ROPA RATTAN TP,TER,UN,00150,ARMARIOS,00137,ARMARIO PARA ROPA RATTAN,ARMARIOS RATAN,15000,ARMARIOS PREMIUM,15041,ARMARIOS PARA ROPA,FALSE,TAUPE,VIRGEN,17705152103691,7705152103694,1,1,199999.00,MAYO2025,MAYORISTAS 2025,COP,12/27/2024,12/31/2025,2025
14443,ARMARIO PARA ROPA RATTAN GR HL,TER,UN,00150,ARMARIOS,00137,ARMARIO PARA ROPA RATTAN,ARMARIOS RATAN,15000,ARMARIOS PREMIUM,15041,ARMARIOS PARA ROPA,FALSE,GRIS HIELO,VIRGEN,17705152144434,7705152144437,1,1,199999.00,MAYO2025,MAYORISTAS 2025,COP,12/27/2024,12/31/2025,2025
7113,ARMARIO PARA ROPA BARU GR,TER,UN,00150,ARMARIOS,00007,ARMARIO PARA ROPA BARU,ARMARIOS BARU,15100,ARMARIOS SEGMENTO ALTO,15041,ARMARIOS PARA ROPA,FALSE,GRIS CLARO,VIRGEN,17705152071136,7705152071139,1,1,199999.00,MAYO2025,MAYORISTAS 2025,COP,12/27/2024,12/31/2025,2025
7511,ARMARIO PARA ROPA RATTAN WG,TER,UN,00150,ARMARIOS,00137,ARMARIO PARA ROPA RATTAN,ARMARIOS RATAN,15000,ARMARIOS PREMIUM,15041,ARMARIOS PARA ROPA,FALSE,WENGUE,VIRGEN,17705152075110,7705152075113,1,1,199999.00,MAYO2025,MAYORISTAS 2025,COP,12/27/2024,12/31/2025,2025
9288,ARMARIO PARA ROPA BARU TP,TER,UN,00150,ARMARIOS,00007,ARMARIO PARA ROPA BARU,ARMARIOS BARU,15100,ARMARIOS SEGMENTO ALTO,15041,ARMARIOS PARA ROPA,FALSE,TAUPE,VIRGEN,17705152092889,7705152092882,1,1,199999.00,MAYO2025,MAYORISTAS 2025,COP,12/27/2024,12/31/2025,2025
9176,BODEGA MEDIANA DE JARDIN GR_NG,TER,UN,00150,ARMARIOS,00269,BODEGA MEDIANA DE JARDIN GARDENPLAST,BODEGAS DE JARDIN,15500,BODEGAS DE JARDIN,15501,BODEGAS DE JARDIN,FALSE,GRIS CLARO,VIRGEN,17705152091769,7705152091762,1,1,199999.00,MAYO2025,MAYORISTAS 2025,COP,12/27/2024,12/31/2025,2025
14253,SALA BARU 4 PUESTOS CEM,TER,UN,00100,MUEBLES,00812,SALA BARU 4 PUESTOS,SALA BARU,10200,SALAS,10231,COMBOS SALA,TRUE,CEMENTO,VIRGEN,17705152142539,7705152142532,1,1,199999.00,MAYO2025,MAYORISTAS 2025,COP,12/27/2024,12/31/2025,2025
14256,SALA BARU 4 PUESTOS VD SVIA_BL,TER,UN,00100,MUEBLES,00812,SALA BARU 4 PUESTOS,SALA BARU,10200,SALAS,10231,COMBOS SALA,TRUE,VERDE SALVIA,VIRGEN,17705152142560,7705152142563,1,1,199999.00,MAYO2025,MAYORISTAS 2025,COP,12/27/2024,12/31/2025,2025
9175,BODEGA GRANDE DE JARDIN GR_NG,TER,UN,00150,ARMARIOS,00268,BODEGA GRANDE DE JARDIN GARDENPLAST,BODEGAS DE JARDIN,15500,BODEGAS DE JARDIN,15501,BODEGAS DE JARDIN,FALSE,GRIS CLARO,VIRGEN,17705152091752,7705152091755,1,1,199999.00,MAYO2025,MAYORISTAS 2025,COP,12/27/2024,12/31/2025,2025
1098,CUBIERTERO AJUSTABLE,DIS,UN,00400,DISTRIBUCION,00782,CODIL,CODIL,40700,REPRESENTADOS,40701,REPRESENTADOS,FALSE,NO APLICA,VIRGEN,4101028530202,5604468028535,0,6,199999.00,MAYO2025,MAYORISTAS 2025,COP,12/27/2024,12/31/2025,2025
1093,RECIP HERMETICO 600ML,DIS,UN,00400,DISTRIBUCION,00782,CODIL,CODIL,40700,REPRESENTADOS,40701,REPRESENTADOS,FALSE,NO APLICA,VIRGEN,4101011240201,5604468011247,0,12,199999.00,MAYO2025,MAYORISTAS 2025,COP,12/27/2024,12/31/2025,2025
1088,TORTERA TP,DIS,UN,00400,DISTRIBUCION,00782,CODIL,CODIL,40700,REPRESENTADOS,40701,REPRESENTADOS,FALSE,TAUPE,VIRGEN,4101019940201,5604468019946,0,6,199999.00,MAYO2025,MAYORISTAS 2025,COP,12/27/2024,12/31/2025,2025
1094,RECIP HERMETICO 650ML TP,DIS,UN,00400,DISTRIBUCION,00782,CODIL,CODIL,40700,REPRESENTADOS,40701,REPRESENTADOS,FALSE,TAUPE,VIRGEN,4101012340201,5604468012343,0,12,199999.00,MAYO2025,MAYORISTAS 2025,COP,12/27/2024,12/31/2025,2025
1095,RECIP HERMETICO 850ML TP,DIS,UN,00400,DISTRIBUCION,00782,CODIL,CODIL,40700,REPRESENTADOS,40701,REPRESENTADOS,FALSE,TAUPE,VIRGEN,4101011230201,5604468011230,0,12,199999.00,MAYO2025,MAYORISTAS 2025,COP,12/27/2024,12/31/2025,2025
1092,ESCURRIDOR ENSALADA,DIS,UN,00400,DISTRIBUCION,00782,CODIL,CODIL,40700,REPRESENTADOS,40701,REPRESENTADOS,FALSE,NO APLICA,VIRGEN,4101024800201,5604468024803,0,6,199999.00,MAYO2025,MAYORISTAS 2025,COP,12/27/2024,12/31/2025,2025
1096,RECIP HERMETICO 1.1L TP,DIS,UN,00400,DISTRIBUCION,00782,CODIL,CODIL,40700,REPRESENTADOS,40701,REPRESENTADOS,FALSE,TAUPE,VIRGEN,4101015600201,5604468015603,0,12,199999.00,MAYO2025,MAYORISTAS 2025,COP,12/27/2024,12/31/2025,2025
1097,RECIP HERMETICO 1.8L TP,DIS,UN,00400,DISTRIBUCION,00782,CODIL,CODIL,40700,REPRESENTADOS,40701,REPRESENTADOS,FALSE,TAUPE,VIRGEN,4101019020201,5604468019021,0,12,199999.00,MAYO2025,MAYORISTAS 2025,COP,12/27/2024,12/31/2025,2025
1099,CANASTA ORGANIZADORA 4N,DIS,UN,00400,DISTRIBUCION,00782,CODIL,CODIL,40700,REPRESENTADOS,40701,REPRESENTADOS,FALSE,NO APLICA,VIRGEN,4101015330202,5604468022250,0,6,199999.00,MAYO2025,MAYORISTAS 2025,COP,12/27/2024,12/31/2025,2025
987,,,,,,,,,,,,,,,,,,,,199999.00,,,,,,
